testsuite,classname,name,priority,cve_number,failure_message
hackersploit/bwapp-docker (ubuntu 14.04),libkrb5support0-1.12+dfsg-2ubuntu5.2,[LOW] CVE-2017-11462,LOW,2017-11462,krb5: Automatic sec context deletion could lead to double-free
hackersploit/bwapp-docker (ubuntu 14.04),libkrb5support0-1.12+dfsg-2ubuntu5.2,[LOW] CVE-2018-5729,LOW,2018-5729,krb5: null dereference in kadmind or DN container check bypass by supplying special crafted data
hackersploit/bwapp-docker (ubuntu 14.04),libkrb5support0-1.12+dfsg-2ubuntu5.2,[LOW] CVE-2018-5730,LOW,2018-5730,krb5: DN container check bypass by supplying special crafted data
hackersploit/bwapp-docker (ubuntu 14.04),libldap-2.4-2-2.4.31-1+nmu2ubuntu8.2,[MEDIUM] CVE-2017-9287,MEDIUM,2017-9287,openldap: Double free vulnerability in servers/slapd/back-mdb/search.c
hackersploit/bwapp-docker (ubuntu 14.04),libmagic1-1:5.14-2ubuntu3.3,[LOW] CVE-2014-9620,LOW,2014-9620,file: limit the number of ELF notes processed
hackersploit/bwapp-docker (ubuntu 14.04),libmagic1-1:5.14-2ubuntu3.3,[LOW] CVE-2014-9621,LOW,2014-9621,file: limit string printing to 100 chars
hackersploit/bwapp-docker (ubuntu 14.04),libmagic1-1:5.14-2ubuntu3.3,[LOW] CVE-2014-9653,LOW,2014-9653,file: malformed elf file causes access to uninitialized memory
hackersploit/bwapp-docker (ubuntu 14.04),libmagic1-1:5.14-2ubuntu3.3,[LOW] CVE-2015-8865,LOW,2015-8865,file: Buffer over-write in finfo_open with malformed magic file
hackersploit/bwapp-docker (ubuntu 14.04),libmagic1-1:5.14-2ubuntu3.3,[LOW] CVE-2018-10360,LOW,2018-10360,file: out-of-bounds read via a crafted ELF file
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-0640,MEDIUM,2016-0640,mysql: unspecified vulnerability in subcomponent: Server: DML (CPU April 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-0641,MEDIUM,2016-0641,mysql: unspecified vulnerability in subcomponent: Server: MyISAM (CPU April 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-0642,MEDIUM,2016-0642,mysql: unspecified vulnerability in subcomponent: Server: Federated (CPU April 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-0643,MEDIUM,2016-0643,mysql: unspecified vulnerability in subcomponent: Server: DML (CPU April 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-0644,MEDIUM,2016-0644,mysql: unspecified vulnerability in subcomponent: Server: DDL (CPU April 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-0646,MEDIUM,2016-0646,mysql: unspecified vulnerability in subcomponent: Server: DML (CPU April 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-0647,MEDIUM,2016-0647,mysql: unspecified vulnerability in subcomponent: Server: FTS (CPU April 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-0648,MEDIUM,2016-0648,mysql: unspecified vulnerability in subcomponent: Server: PS (CPU April 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-0649,MEDIUM,2016-0649,mysql: unspecified vulnerability in subcomponent: Server: PS (CPU April 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-0650,MEDIUM,2016-0650,mysql: unspecified vulnerability in subcomponent: Server: Replication (CPU April 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-0666,MEDIUM,2016-0666,mysql: unspecified vulnerability in subcomponent: Server: Security: Privileges (CPU April 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-2047,MEDIUM,2016-2047,mysql: ssl-validate-cert incorrect hostname check
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-3477,MEDIUM,2016-3477,mysql: unspecified vulnerability in subcomponent: Server: Parser (CPU July 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-3492,MEDIUM,2016-3492,mysql: unspecified vulnerability in subcomponent: Server: Optimizer (CPU October 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-3521,MEDIUM,2016-3521,mysql: unspecified vulnerability in subcomponent: Server: Types (CPU July 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-3615,MEDIUM,2016-3615,mysql: unspecified vulnerability in subcomponent: Server: DML (CPU July 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-5440,MEDIUM,2016-5440,mysql: unspecified vulnerability in subcomponent: Server: RBR (CPU July 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-5584,MEDIUM,2016-5584,mysql: unspecified vulnerability in subcomponent: Server: Security: Encryption (CPU October 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-5612,MEDIUM,2016-5612,mysql: unspecified vulnerability in subcomponent: Server: DML (CPU October 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-5624,MEDIUM,2016-5624,mysql: unspecified vulnerability in subcomponent: Server: DML (CPU October 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-5626,MEDIUM,2016-5626,mysql: unspecified vulnerability in subcomponent: Server: GIS (CPU October 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-5629,MEDIUM,2016-5629,mysql: unspecified vulnerability in subcomponent: Server: Federated (CPU October 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-6662,MEDIUM,2016-6662,"mysql: general_log can write to configuration files, leading to privilege escalation (CPU Oct 2016)"
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-6663,MEDIUM,2016-6663,mysql: race condition while setting stats during MyISAM table repair (CPU Oct 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-6664,MEDIUM,2016-6664,mysql: insecure error log file handling in mysqld_safe (CPU Oct 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-7440,MEDIUM,2016-7440,yaSSL: AES key leak via cache-bank timing side channel attack
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2016-8283,MEDIUM,2016-8283,mysql: unspecified vulnerability in subcomponent: Server: Types (CPU October 2016)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-10268,MEDIUM,2017-10268,mysql: Server: Replication unspecified vulnerability (CPU Oct 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-10378,MEDIUM,2017-10378,mysql: Server: Optimizer unspecified vulnerability (CPU Oct 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-10379,MEDIUM,2017-10379,mysql: Client programs unspecified vulnerability (CPU Oct 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-10384,MEDIUM,2017-10384,mysql: Server: DDL unspecified vulnerability (CPU Oct 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3238,MEDIUM,2017-3238,mysql: Server: Optimizer unspecified vulnerability (CPU Jan 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3243,MEDIUM,2017-3243,mysql: Server: Charsets unspecified vulnerability (CPU Jan 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3244,MEDIUM,2017-3244,mysql: Server: DML unspecified vulnerability (CPU Jan 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3258,MEDIUM,2017-3258,mysql: Server: DDL unspecified vulnerability (CPU Jan 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3265,MEDIUM,2017-3265,mysql: unsafe chmod/chown use in init script (CPU Jan 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3291,MEDIUM,2017-3291,mysql: unrestricted mysqld_safe's ledir (CPU Jan 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3305,MEDIUM,2017-3305,mysql: incorrect enforcement of ssl-mode=REQUIRED in MySQL 5.5 and 5.6
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3308,MEDIUM,2017-3308,mysql: Server: DML unspecified vulnerability (CPU Apr 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3309,MEDIUM,2017-3309,mysql: Server: Optimizer unspecified vulnerability (CPU Apr 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3312,MEDIUM,2017-3312,"mysql: insecure error log file handling in mysqld_safe, incomplete CVE-2016-6664 fix (CPU Jan 2017)"
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3313,MEDIUM,2017-3313,mysql: Server: MyISAM unspecified vulnerability (CPU Jan 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3317,MEDIUM,2017-3317,mysql: Logging unspecified vulnerability (CPU Jan 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3318,MEDIUM,2017-3318,mysql: Server: Error Handling unspecified vulnerability (CPU Jan 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3329,MEDIUM,2017-3329,mysql: Server: Thread Pooling unspecified vulnerability (CPU Apr 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3453,MEDIUM,2017-3453,mysql: Server: Optimizer unspecified vulnerability (CPU Apr 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3456,MEDIUM,2017-3456,mysql: Server: DML unspecified vulnerability (CPU Apr 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3461,MEDIUM,2017-3461,mysql: Server: Security: Privileges unspecified vulnerability (CPU Apr 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3462,MEDIUM,2017-3462,mysql: Server: Security: Privileges unspecified vulnerability (CPU Apr 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3463,MEDIUM,2017-3463,mysql: Server: Security: Privileges unspecified vulnerability (CPU Apr 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3464,MEDIUM,2017-3464,mysql: Server: DDL unspecified vulnerability (CPU Apr 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3600,MEDIUM,2017-3600,"mariadb, mysql: Incorrect input validation allowing code execution via mysqldump"
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3635,MEDIUM,2017-3635,mysql: C API unspecified vulnerability (CPU Jul 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3636,MEDIUM,2017-3636,mysql: Client programs unspecified vulnerability (CPU Jul 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3641,MEDIUM,2017-3641,mysql: Server: DML unspecified vulnerability (CPU Jul 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3648,MEDIUM,2017-3648,mysql: Server: Charsets unspecified vulnerability (CPU Jul 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3651,MEDIUM,2017-3651,mysql: Client mysqldump unspecified vulnerability (CPU Jul 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3652,MEDIUM,2017-3652,mysql: Server: DDL unspecified vulnerability (CPU Jul 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2017-3653,MEDIUM,2017-3653,mysql: Server: DDL unspecified vulnerability (CPU Jul 2017)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-2562,MEDIUM,2018-2562,mysql: Server: Partition unspecified vulnerability (CPU Jan 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-2622,MEDIUM,2018-2622,mysql: Server: DDL unspecified vulnerability (CPU Jan 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-2640,MEDIUM,2018-2640,mysql: Server: Optimizer unspecified vulnerability (CPU Jan 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-2665,MEDIUM,2018-2665,mysql: Server: Optimizer unspecified vulnerability (CPU Jan 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-2668,MEDIUM,2018-2668,mysql: Server: Optimizer unspecified vulnerability (CPU Jan 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-2755,MEDIUM,2018-2755,mysql: Server: Replication unspecified vulnerability (CPU Apr 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-2761,MEDIUM,2018-2761,mysql: Client programs unspecified vulnerability (CPU Apr 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-2767,MEDIUM,2018-2767,mysql: use of SSL/TLS not enforced in libmysqld (Return of BACKRONYM)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-2771,MEDIUM,2018-2771,mysql: Server: Locking unspecified vulnerability (CPU Apr 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-2773,MEDIUM,2018-2773,mysql: pid file can be created in a world-writeable directory (CPU Apr 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-2781,MEDIUM,2018-2781,mysql: Server: Optimizer unspecified vulnerability (CPU Apr 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-2813,MEDIUM,2018-2813,mysql: Server: DDL unspecified vulnerability (CPU Apr 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-2817,MEDIUM,2018-2817,mysql: Server: DDL unspecified vulnerability (CPU Apr 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-2818,MEDIUM,2018-2818,mysql: Server: Security: Privileges unspecified vulnerability (CPU Apr 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-2819,MEDIUM,2018-2819,mysql: InnoDB unspecified vulnerability (CPU Apr 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-3058,MEDIUM,2018-3058,mysql: MyISAM unspecified vulnerability (CPU Jul 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-3063,MEDIUM,2018-3063,mysql: Server: Security: Privileges unspecified vulnerability (CPU Jul 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-3066,MEDIUM,2018-3066,mysql: Server: Options unspecified vulnerability (CPU Jul 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-3070,MEDIUM,2018-3070,mysql: Client mysqldump unspecified vulnerability (CPU Jul 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-3081,MEDIUM,2018-3081,mysql: Client programs unspecified vulnerability (CPU Jul 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-3133,MEDIUM,2018-3133,mysql: Server: Parser unspecified vulnerability (CPU Oct 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-3174,MEDIUM,2018-3174,mysql: Init script calling kill with root privileges using pid from pidfile owned by mysql user (CPU Oct 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[MEDIUM] CVE-2018-3282,MEDIUM,2018-3282,mysql: Server: Storage Engines unspecified vulnerability (CPU Oct 2018)
hackersploit/bwapp-docker (ubuntu 14.04),libmysqlclient18-5.5.47-0ubuntu0.14.04.1,[LOW] CVE-2017-3302,LOW,2017-3302,mysql: prepared statement handle use-after-free after disconnect
hackersploit/bwapp-docker (ubuntu 14.04),libpam-modules-1.1.8-1ubuntu2,[LOW] CVE-2013-7041,LOW,2013-7041,pam: pam_userdb case insensitive password hash comparison
hackersploit/bwapp-docker (ubuntu 14.04),libpam-modules-1.1.8-1ubuntu2,[LOW] CVE-2014-2583,LOW,2014-2583,pam: path traversal issue in pam_timestamp's format_timestamp_name()
hackersploit/bwapp-docker (ubuntu 14.04),libpam-modules-1.1.8-1ubuntu2,[LOW] CVE-2015-3238,LOW,2015-3238,pam: DoS/user enumeration due to blocking pipe in pam_unix module
hackersploit/bwapp-docker (ubuntu 14.04),libpam-modules-bin-1.1.8-1ubuntu2,[LOW] CVE-2013-7041,LOW,2013-7041,pam: pam_userdb case insensitive password hash comparison
hackersploit/bwapp-docker (ubuntu 14.04),libpam-modules-bin-1.1.8-1ubuntu2,[LOW] CVE-2014-2583,LOW,2014-2583,pam: path traversal issue in pam_timestamp's format_timestamp_name()
hackersploit/bwapp-docker (ubuntu 14.04),libpam-modules-bin-1.1.8-1ubuntu2,[LOW] CVE-2015-3238,LOW,2015-3238,pam: DoS/user enumeration due to blocking pipe in pam_unix module
hackersploit/bwapp-docker (ubuntu 14.04),libpam-runtime-1.1.8-1ubuntu2,[LOW] CVE-2013-7041,LOW,2013-7041,pam: pam_userdb case insensitive password hash comparison
hackersploit/bwapp-docker (ubuntu 14.04),libpam-runtime-1.1.8-1ubuntu2,[LOW] CVE-2014-2583,LOW,2014-2583,pam: path traversal issue in pam_timestamp's format_timestamp_name()
hackersploit/bwapp-docker (ubuntu 14.04),libpam-runtime-1.1.8-1ubuntu2,[LOW] CVE-2015-3238,LOW,2015-3238,pam: DoS/user enumeration due to blocking pipe in pam_unix module
hackersploit/bwapp-docker (ubuntu 14.04),libpam0g-1.1.8-1ubuntu2,[LOW] CVE-2013-7041,LOW,2013-7041,pam: pam_userdb case insensitive password hash comparison
hackersploit/bwapp-docker (ubuntu 14.04),libpam0g-1.1.8-1ubuntu2,[LOW] CVE-2014-2583,LOW,2014-2583,pam: path traversal issue in pam_timestamp's format_timestamp_name()
hackersploit/bwapp-docker (ubuntu 14.04),libpam0g-1.1.8-1ubuntu2,[LOW] CVE-2015-3238,LOW,2015-3238,pam: DoS/user enumeration due to blocking pipe in pam_unix module
hackersploit/bwapp-docker (ubuntu 14.04),libpcre3-1:8.31-2ubuntu2.1,[MEDIUM] CVE-2016-3191,MEDIUM,2016-3191,"pcre: workspace overflow for (*ACCEPT) with deeply nested parentheses (8.39/13, 10.22/12)"
hackersploit/bwapp-docker (ubuntu 14.04),libpcre3-1:8.31-2ubuntu2.1,[LOW] CVE-2015-2328,LOW,2015-2328,pcre: infinite recursion compiling pattern with recursive reference in a group with indefinite repeat (8.36/20)
hackersploit/bwapp-docker (ubuntu 14.04),libpcre3-1:8.31-2ubuntu2.1,[LOW] CVE-2015-8380,LOW,2015-8380,pcre: OOB write when pcre_exec() is called with ovecsize of 1 (8.38/10)
hackersploit/bwapp-docker (ubuntu 14.04),libpcre3-1:8.31-2ubuntu2.1,[LOW] CVE-2015-8382,LOW,2015-8382,php: Regular Expression Uninitialized Pointer Information Disclosure Vulnerability (ZDI-CAN-2547)
hackersploit/bwapp-docker (ubuntu 14.04),libpcre3-1:8.31-2ubuntu2.1,[LOW] CVE-2015-8385,LOW,2015-8385,pcre: buffer overflow caused by named forward reference to duplicate group number (8.38/30)
hackersploit/bwapp-docker (ubuntu 14.04),libpcre3-1:8.31-2ubuntu2.1,[LOW] CVE-2015-8386,LOW,2015-8386,pcre: Buffer overflow caused by lookbehind assertion (8.38/6)
hackersploit/bwapp-docker (ubuntu 14.04),libpcre3-1:8.31-2ubuntu2.1,[LOW] CVE-2015-8387,LOW,2015-8387,pcre: Integer overflow in subroutine calls (8.38/8)
hackersploit/bwapp-docker (ubuntu 14.04),libpcre3-1:8.31-2ubuntu2.1,[LOW] CVE-2015-8390,LOW,2015-8390,pcre: uninitialized memory read triggered by malformed posix character class (8.38/22)
hackersploit/bwapp-docker (ubuntu 14.04),libpcre3-1:8.31-2ubuntu2.1,[LOW] CVE-2015-8391,LOW,2015-8391,pcre: inefficient posix character class syntax check (8.38/16)
hackersploit/bwapp-docker (ubuntu 14.04),libpcre3-1:8.31-2ubuntu2.1,[LOW] CVE-2015-8393,LOW,2015-8393,pcre: pcregrep -q is not always quiet (8.38/28)
hackersploit/bwapp-docker (ubuntu 14.04),libpcre3-1:8.31-2ubuntu2.1,[LOW] CVE-2015-8394,LOW,2015-8394,pcre: Integer overflow caused by missing check for certain conditions (8.38/31)
hackersploit/bwapp-docker (ubuntu 14.04),libpng12-0-1.2.50-1ubuntu2.14.04.2,[LOW] CVE-2016-10087,LOW,2016-10087,libpng: NULL pointer dereference in png_set_text_2()
hackersploit/bwapp-docker (ubuntu 14.04),libprocps3-1:3.3.9-1ubuntu2.2,[MEDIUM] CVE-2018-1122,MEDIUM,2018-1122,"procps-ng, procps: Local privilege escalation in top"
hackersploit/bwapp-docker (ubuntu 14.04),libprocps3-1:3.3.9-1ubuntu2.2,[MEDIUM] CVE-2018-1123,MEDIUM,2018-1123,"procps-ng, procps: denial of service in ps via mmap buffer overflow"
hackersploit/bwapp-docker (ubuntu 14.04),libprocps3-1:3.3.9-1ubuntu2.2,[MEDIUM] CVE-2018-1124,MEDIUM,2018-1124,"procps-ng, procps: Integer overflows leading to heap overflow in file2strvec"
hackersploit/bwapp-docker (ubuntu 14.04),libprocps3-1:3.3.9-1ubuntu2.2,[MEDIUM] CVE-2018-1125,MEDIUM,2018-1125,"procps-ng, procps: stack buffer overflow in pgrep"
hackersploit/bwapp-docker (ubuntu 14.04),libprocps3-1:3.3.9-1ubuntu2.2,[MEDIUM] CVE-2018-1126,MEDIUM,2018-1126,"procps-ng, procps: incorrect integer size in proc/alloc.* leading to truncation / integer overflow issues"
hackersploit/bwapp-docker (ubuntu 14.04),libpython2.7-minimal-2.7.6-8ubuntu0.2,[MEDIUM] CVE-2016-0772,MEDIUM,2016-0772,python: smtplib StartTLS stripping attack
hackersploit/bwapp-docker (ubuntu 14.04),libpython2.7-minimal-2.7.6-8ubuntu0.2,[MEDIUM] CVE-2016-1000110,MEDIUM,2016-1000110,Python CGIHandler: sets environmental variable based on user supplied Proxy request header
hackersploit/bwapp-docker (ubuntu 14.04),libpython2.7-minimal-2.7.6-8ubuntu0.2,[MEDIUM] CVE-2016-5636,MEDIUM,2016-5636,python: Heap overflow in zipimporter module
hackersploit/bwapp-docker (ubuntu 14.04),libpython2.7-minimal-2.7.6-8ubuntu0.2,[MEDIUM] CVE-2016-5699,MEDIUM,2016-5699,python: http protocol steam injection attack
